"facility_id","property_id","value"
"304","excludes-stop","North Station-04"
"304","excludes-stop","North Station-05"
"304","excludes-stop","North Station-06"
"304","excludes-stop","North Station-07"
"304","excludes-stop","North Station-08"
"304","excludes-stop","North Station-09"
"304","excludes-stop","North Station-10"
"305","excludes-stop","70029"
"307","excludes-stop","2874"
"307","excludes-stop","28741"
"308","excludes-stop","2874"
"308","excludes-stop","28741"
"309","excludes-stop","70033"
"310","excludes-stop","70032"
"310","excludes-stop","70033"
"311","excludes-stop","5072"
"311","excludes-stop","5327"
"311","excludes-stop","53270"
"311","excludes-stop","Malden Center"
"312","excludes-stop","5072"
"312","excludes-stop","5327"
"312","excludes-stop","53270"
"312","excludes-stop","70034"
"312","excludes-stop","70035"
"313","excludes-stop","8310"
"315","excludes-stop","70152"
"315","excludes-stop","79"
"315","excludes-stop","93"
"320","excludes-stop","70196"
"320","excludes-stop","70197"
"320","excludes-stop","70198"
"320","excludes-stop","70199"
"320","excludes-stop","70200"
"320","excludes-stop","9070076"
"322","excludes-stop","121"
"322","excludes-stop","70095"
"322","excludes-stop","70096"
"322","excludes-stop","JFK/UMASS"
"325","excludes-stop","3125"
"325","excludes-stop","9070098"
"326","excludes-stop","3125"
"326","excludes-stop","9070098"
"327","excludes-stop","3125"
"327","excludes-stop","9070098"
"329","excludes-stop","70099"
"329","excludes-stop","70100"
"330","excludes-stop","32000"
"330","excludes-stop","32001"
"330","excludes-stop","32002"
"330","excludes-stop","32003"
"330","excludes-stop","32004"
"330","excludes-stop","32005"
"330","excludes-stop","Quincy Center"
"331","excludes-stop","6567"
"331","excludes-stop","70020"
"331","excludes-stop","70021"
"331","excludes-stop","70078"
"332","excludes-stop","6567"
"332","excludes-stop","70020"
"332","excludes-stop","70021"
"332","excludes-stop","70077"
"334","excludes-stop","38671"
"334","excludes-stop","Braintree"
"335","excludes-stop","38671"
"335","excludes-stop","Braintree"
"336","excludes-stop","5104"
"337","excludes-stop","5104"
"338","excludes-stop","5104"
"339","excludes-stop","5104"
"340","excludes-stop","5104"
"341","excludes-stop","5104"
"342","excludes-stop","5104"
"343","excludes-stop","5104"
"344","excludes-stop","41031"
"345","excludes-stop","41031"
"349","excludes-stop","141"
"350","excludes-stop","141"
"351","excludes-stop","141"
"352","excludes-stop","141"
"359","excludes-stop","102"
"359","excludes-stop","1060"
"359","excludes-stop","1123"
"359","excludes-stop","70070"
"359","excludes-stop","72"
"360","excludes-stop","102"
"360","excludes-stop","1060"
"360","excludes-stop","1123"
"360","excludes-stop","70069"
"360","excludes-stop","72"
"361","excludes-stop","70072"
"361","excludes-stop","9070071"
"362","excludes-stop","70071"
"362","excludes-stop","9070071"
"364","excludes-stop","6567"
"364","excludes-stop","70020"
"364","excludes-stop","70077"
"364","excludes-stop","70078"
"365","excludes-stop","6567"
"365","excludes-stop","70021"
"365","excludes-stop","70077"
"365","excludes-stop","70078"
"366","excludes-stop","70019"
"367","excludes-stop","150"
"367","excludes-stop","151"
"372","excludes-stop","150"
"372","excludes-stop","151"
"373","excludes-stop","70075"
"373","excludes-stop","70196"
"373","excludes-stop","70197"
"373","excludes-stop","70198"
"373","excludes-stop","70199"
"373","excludes-stop","70200"
"373","excludes-stop","9070076"
"375","excludes-stop","70076"
"375","excludes-stop","70196"
"375","excludes-stop","70197"
"375","excludes-stop","70198"
"375","excludes-stop","70199"
"375","excludes-stop","70200"
"375","excludes-stop","9070076"
"377","excludes-stop","70018"
"378","excludes-stop","5810"
"378","excludes-stop","5819"
"378","excludes-stop","70056"
"379","excludes-stop","5810"
"379","excludes-stop","5819"
"379","excludes-stop","70056"
"380","excludes-stop","5666"
"380","excludes-stop","70049"
"382","excludes-stop","6538"
"382","excludes-stop","70079"
"382","excludes-stop","South Station"
"382","excludes-stop","South Station-01"
"382","excludes-stop","South Station-02"
"382","excludes-stop","South Station-03"
"382","excludes-stop","South Station-04"
"382","excludes-stop","South Station-05"
"382","excludes-stop","South Station-06"
"382","excludes-stop","South Station-07"
"382","excludes-stop","South Station-08"
"382","excludes-stop","South Station-09"
"382","excludes-stop","South Station-10"
"382","excludes-stop","South Station-11"
"382","excludes-stop","South Station-12"
"382","excludes-stop","South Station-13"
"383","excludes-stop","3125"
"383","excludes-stop","9070098"
"384","excludes-stop","113"
"384","excludes-stop","114"
"384","excludes-stop","North Station"
"384","excludes-stop","North Station-01"
"384","excludes-stop","North Station-02"
"384","excludes-stop","North Station-03"
"384","excludes-stop","North Station-04"
"384","excludes-stop","North Station-05"
"384","excludes-stop","North Station-06"
"384","excludes-stop","North Station-07"
"384","excludes-stop","North Station-08"
"384","excludes-stop","North Station-09"
"384","excludes-stop","North Station-10"
"385","excludes-stop","113"
"385","excludes-stop","114"
"385","excludes-stop","North Station"
"385","excludes-stop","North Station-01"
"385","excludes-stop","North Station-02"
"385","excludes-stop","North Station-03"
"385","excludes-stop","North Station-04"
"385","excludes-stop","North Station-05"
"385","excludes-stop","North Station-06"
"385","excludes-stop","North Station-07"
"385","excludes-stop","North Station-08"
"385","excludes-stop","North Station-09"
"385","excludes-stop","North Station-10"
"386","excludes-stop","6538"
"386","excludes-stop","South Station"
"386","excludes-stop","South Station-01"
"386","excludes-stop","South Station-02"
"386","excludes-stop","South Station-03"
"386","excludes-stop","South Station-04"
"386","excludes-stop","South Station-05"
"386","excludes-stop","South Station-06"
"386","excludes-stop","South Station-07"
"386","excludes-stop","South Station-08"
"386","excludes-stop","South Station-09"
"386","excludes-stop","South Station-10"
"386","excludes-stop","South Station-11"
"386","excludes-stop","South Station-12"
"386","excludes-stop","South Station-13"
"387","excludes-stop","6538"
"387","excludes-stop","South Station"
"387","excludes-stop","South Station-01"
"387","excludes-stop","South Station-02"
"387","excludes-stop","South Station-03"
"387","excludes-stop","South Station-04"
"387","excludes-stop","South Station-05"
"387","excludes-stop","South Station-06"
"387","excludes-stop","South Station-07"
"387","excludes-stop","South Station-08"
"387","excludes-stop","South Station-09"
"387","excludes-stop","South Station-10"
"387","excludes-stop","South Station-11"
"387","excludes-stop","South Station-12"
"387","excludes-stop","South Station-13"
"388","excludes-stop","6538"
"388","excludes-stop","South Station"
"388","excludes-stop","South Station-01"
"388","excludes-stop","South Station-02"
"388","excludes-stop","South Station-03"
"388","excludes-stop","South Station-04"
"388","excludes-stop","South Station-05"
"388","excludes-stop","South Station-06"
"388","excludes-stop","South Station-07"
"388","excludes-stop","South Station-08"
"388","excludes-stop","South Station-09"
"388","excludes-stop","South Station-10"
"388","excludes-stop","South Station-11"
"388","excludes-stop","South Station-12"
"388","excludes-stop","South Station-13"
"389","excludes-stop","6538"
"389","excludes-stop","70080"
"389","excludes-stop","South Station"
"389","excludes-stop","South Station-01"
"389","excludes-stop","South Station-02"
"389","excludes-stop","South Station-03"
"389","excludes-stop","South Station-04"
"389","excludes-stop","South Station-05"
"389","excludes-stop","South Station-06"
"389","excludes-stop","South Station-07"
"389","excludes-stop","South Station-08"
"389","excludes-stop","South Station-09"
"389","excludes-stop","South Station-10"
"389","excludes-stop","South Station-11"
"389","excludes-stop","South Station-12"
"389","excludes-stop","South Station-13"
"390","excludes-stop","6538"
"390","excludes-stop","70080"
"390","excludes-stop","South Station"
"390","excludes-stop","South Station-01"
"390","excludes-stop","South Station-02"
"390","excludes-stop","South Station-03"
"390","excludes-stop","South Station-04"
"390","excludes-stop","South Station-05"
"390","excludes-stop","South Station-06"
"390","excludes-stop","South Station-07"
"390","excludes-stop","South Station-08"
"390","excludes-stop","South Station-09"
"390","excludes-stop","South Station-10"
"390","excludes-stop","South Station-11"
"390","excludes-stop","South Station-12"
"390","excludes-stop","South Station-13"
"391","excludes-stop","113"
"391","excludes-stop","114"
"391","excludes-stop","70027"
"391","excludes-stop","70205"
"391","excludes-stop","North Station"
"391","excludes-stop","North Station-01"
"391","excludes-stop","North Station-02"
"391","excludes-stop","North Station-03"
"391","excludes-stop","North Station-04"
"391","excludes-stop","North Station-05"
"391","excludes-stop","North Station-06"
"391","excludes-stop","North Station-07"
"391","excludes-stop","North Station-08"
"391","excludes-stop","North Station-09"
"391","excludes-stop","North Station-10"
"392","excludes-stop","113"
"392","excludes-stop","114"
"392","excludes-stop","70027"
"392","excludes-stop","70205"
"392","excludes-stop","North Station"
"392","excludes-stop","North Station-01"
"392","excludes-stop","North Station-02"
"392","excludes-stop","North Station-03"
"392","excludes-stop","North Station-04"
"392","excludes-stop","North Station-05"
"392","excludes-stop","North Station-06"
"392","excludes-stop","North Station-07"
"392","excludes-stop","North Station-08"
"392","excludes-stop","North Station-09"
"392","excludes-stop","North Station-10"
"393","excludes-stop","113"
"393","excludes-stop","114"
"393","excludes-stop","70026"
"393","excludes-stop","70205"
"393","excludes-stop","70206"
"393","excludes-stop","North Station"
"393","excludes-stop","North Station-01"
"393","excludes-stop","North Station-02"
"393","excludes-stop","North Station-03"
"393","excludes-stop","North Station-04"
"393","excludes-stop","North Station-05"
"393","excludes-stop","North Station-06"
"393","excludes-stop","North Station-07"
"393","excludes-stop","North Station-08"
"393","excludes-stop","North Station-09"
"393","excludes-stop","North Station-10"
"394","excludes-stop","70043"
"395","excludes-stop","70044"
"398","excludes-stop","6538"
"398","excludes-stop","70079"
"398","excludes-stop","South Station"
"398","excludes-stop","South Station-01"
"398","excludes-stop","South Station-02"
"398","excludes-stop","South Station-03"
"398","excludes-stop","South Station-04"
"398","excludes-stop","South Station-05"
"398","excludes-stop","South Station-06"
"398","excludes-stop","South Station-07"
"398","excludes-stop","South Station-08"
"398","excludes-stop","South Station-09"
"398","excludes-stop","South Station-10"
"398","excludes-stop","South Station-11"
"398","excludes-stop","South Station-12"
"398","excludes-stop","South Station-13"
"399","excludes-stop","6538"
"399","excludes-stop","South Station"
"399","excludes-stop","South Station-01"
"399","excludes-stop","South Station-02"
"399","excludes-stop","South Station-03"
"399","excludes-stop","South Station-04"
"399","excludes-stop","South Station-05"
"399","excludes-stop","South Station-06"
"399","excludes-stop","South Station-07"
"399","excludes-stop","South Station-08"
"399","excludes-stop","South Station-09"
"399","excludes-stop","South Station-10"
"399","excludes-stop","South Station-11"
"399","excludes-stop","South Station-12"
"399","excludes-stop","South Station-13"
"400","excludes-stop","6538"
"400","excludes-stop","70080"
"400","excludes-stop","South Station"
"400","excludes-stop","South Station-01"
"400","excludes-stop","South Station-02"
"400","excludes-stop","South Station-03"
"400","excludes-stop","South Station-04"
"400","excludes-stop","South Station-05"
"400","excludes-stop","South Station-06"
"400","excludes-stop","South Station-07"
"400","excludes-stop","South Station-08"
"400","excludes-stop","South Station-09"
"400","excludes-stop","South Station-10"
"400","excludes-stop","South Station-11"
"400","excludes-stop","South Station-12"
"400","excludes-stop","South Station-13"
"403","excludes-stop","17096"
"403","excludes-stop","74613"
"404","excludes-stop","17096"
"404","excludes-stop","74615"
"407","excludes-stop","70047"
"407","excludes-stop","7096"
"408","excludes-stop","70047"
"408","excludes-stop","7096"
"409","excludes-stop","70048"
"409","excludes-stop","7096"
"410","excludes-stop","70048"
"410","excludes-stop","7096"
"411","excludes-stop","6538"
"411","excludes-stop","South Station"
"411","excludes-stop","South Station-01"
"411","excludes-stop","South Station-02"
"411","excludes-stop","South Station-03"
"411","excludes-stop","South Station-04"
"411","excludes-stop","South Station-05"
"411","excludes-stop","South Station-06"
"411","excludes-stop","South Station-07"
"411","excludes-stop","South Station-08"
"411","excludes-stop","South Station-09"
"411","excludes-stop","South Station-10"
"411","excludes-stop","South Station-11"
"411","excludes-stop","South Station-12"
"411","excludes-stop","South Station-13"
"414","excludes-stop","74612"
"415","excludes-stop","74616"
"416","excludes-stop","74612"
"417","excludes-stop","74616"
"419","excludes-stop","6538"
"419","excludes-stop","South Station"
"419","excludes-stop","South Station-01"
"419","excludes-stop","South Station-02"
"419","excludes-stop","South Station-03"
"419","excludes-stop","South Station-04"
"419","excludes-stop","South Station-05"
"419","excludes-stop","South Station-06"
"419","excludes-stop","South Station-07"
"419","excludes-stop","South Station-08"
"419","excludes-stop","South Station-09"
"419","excludes-stop","South Station-10"
"419","excludes-stop","South Station-11"
"419","excludes-stop","South Station-12"
"419","excludes-stop","South Station-13"
"420","excludes-stop","6538"
"420","excludes-stop","70079"
"420","excludes-stop","South Station"
"420","excludes-stop","South Station-01"
"420","excludes-stop","South Station-02"
"420","excludes-stop","South Station-03"
"420","excludes-stop","South Station-04"
"420","excludes-stop","South Station-05"
"420","excludes-stop","South Station-06"
"420","excludes-stop","South Station-07"
"420","excludes-stop","South Station-08"
"420","excludes-stop","South Station-09"
"420","excludes-stop","South Station-10"
"420","excludes-stop","South Station-11"
"420","excludes-stop","South Station-12"
"420","excludes-stop","South Station-13"
"421","excludes-stop","113"
"421","excludes-stop","114"
"421","excludes-stop","North Station"
"421","excludes-stop","North Station-01"
"421","excludes-stop","North Station-02"
"421","excludes-stop","North Station-03"
"421","excludes-stop","North Station-04"
"421","excludes-stop","North Station-05"
"421","excludes-stop","North Station-06"
"421","excludes-stop","North Station-07"
"421","excludes-stop","North Station-08"
"421","excludes-stop","North Station-09"
"421","excludes-stop","North Station-10"
"422","excludes-stop","113"
"422","excludes-stop","114"
"422","excludes-stop","North Station"
"422","excludes-stop","North Station-01"
"422","excludes-stop","North Station-02"
"422","excludes-stop","North Station-03"
"422","excludes-stop","North Station-04"
"422","excludes-stop","North Station-05"
"422","excludes-stop","North Station-06"
"422","excludes-stop","North Station-07"
"422","excludes-stop","North Station-08"
"422","excludes-stop","North Station-09"
"422","excludes-stop","North Station-10"
"424","excludes-stop","6538"
"424","excludes-stop","South Station"
"424","excludes-stop","South Station-01"
"424","excludes-stop","South Station-02"
"424","excludes-stop","South Station-03"
"424","excludes-stop","South Station-04"
"424","excludes-stop","South Station-05"
"424","excludes-stop","South Station-06"
"424","excludes-stop","South Station-07"
"424","excludes-stop","South Station-08"
"424","excludes-stop","South Station-09"
"424","excludes-stop","South Station-10"
"424","excludes-stop","South Station-11"
"424","excludes-stop","South Station-12"
"424","excludes-stop","South Station-13"
"425","excludes-stop","70073"
"425","excludes-stop","70074"
"425","excludes-stop","9070073"
"425","excludes-stop","9070074"
"426","excludes-stop","70073"
"426","excludes-stop","9070073"
"426","excludes-stop","9070074"
"427","excludes-stop","323"
"427","excludes-stop","70089"
"428","excludes-stop","5740"
"428","excludes-stop","57400"
"429","excludes-stop","5740"
"429","excludes-stop","57400"
"430","excludes-stop","899"
"431","excludes-stop","70150"
"431","excludes-stop","899"
"432","excludes-stop","70151"
"432","excludes-stop","899"
"433","excludes-stop","5740"
"433","excludes-stop","57400"
"434","excludes-stop","5740"
"434","excludes-stop","57400"
"435","excludes-stop","70157"
"436","excludes-stop","70156"
"437","excludes-stop","334"
"437","excludes-stop","70094"
"437","excludes-stop","70261"
"438","excludes-stop","334"
"438","excludes-stop","70094"
"438","excludes-stop","70261"
"439","excludes-stop","70154"
"440","excludes-stop","15880"
"440","excludes-stop","5879"
"440","excludes-stop","5880"
"440","excludes-stop","70052"
"441","excludes-stop","15880"
"441","excludes-stop","5879"
"441","excludes-stop","5880"
"441","excludes-stop","70051"
"504","excludes-stop","23151"
"504","excludes-stop","2430"
"505","excludes-stop","23151"
"505","excludes-stop","2430"
"506","excludes-stop","23151"
"506","excludes-stop","2430"
"506","excludes-stop","70065"
"506","excludes-stop","Porter Square"
"507","excludes-stop","23151"
"507","excludes-stop","2430"
"507","excludes-stop","70065"
"507","excludes-stop","Porter Square"
"509","excludes-stop","23151"
"509","excludes-stop","2430"
"509","excludes-stop","Porter Square"
"510","excludes-stop","23151"
"510","excludes-stop","2430"
"510","excludes-stop","Porter Square"
"511","excludes-stop","23151"
"511","excludes-stop","2430"
"511","excludes-stop","Porter Square"
"516","excludes-stop","2076"
"516","excludes-stop","20761"
"701","alternate-service-text","Please use elevator 702 or 703."
"701","excludes-stop","15778"
"701","excludes-stop","15795"
"701","excludes-stop","70059"
"702","alternate-service-text","Please use elevator 701 or 703."
"702","excludes-stop","15778"
"702","excludes-stop","15795"
"702","excludes-stop","70059"
"703","alternate-service-text","Please use elevator 701 or 702."
"703","excludes-stop","15778"
"703","excludes-stop","15795"
"703","excludes-stop","70059"
"708","alternate-service-text"," Use walkway @ Wonderland for access between lobby & crosswalk."
"709","alternate-service-text","Use ramp to elevator 708."
"709","excludes-stop","15778"
"709","excludes-stop","15795"
"709","excludes-stop","70059"
"710","alternate-service-text","Use ramp to elevator 708."
"710","excludes-stop","15778"
"710","excludes-stop","15795"
"710","excludes-stop","70059"
"711","alternate-service-text","Use elevator 710."
"712","alternate-service-text","Please use elevator 713 in unpaid lobby."
"712","excludes-stop","15880"
"712","excludes-stop","5879"
"712","excludes-stop","5880"
"712","excludes-stop","70051"
"713","alternate-service-text","Please use elevator 712 in paid lobby."
"713","excludes-stop","15880"
"713","excludes-stop","5879"
"713","excludes-stop","5880"
"714","alternate-service-text","Please use elevator 715 in unpaid lobby."
"714","excludes-stop","15880"
"714","excludes-stop","5879"
"714","excludes-stop","5880"
"714","excludes-stop","70052"
"715","alternate-service-text","Please use elevator 714 in paid lobby."
"715","excludes-stop","15880"
"715","excludes-stop","5879"
"715","excludes-stop","5880"
"716","alternate-service-text","If exiting the station, please use Assembly Elevator 719 located at the opposite end of the platform."
"717","alternate-service-text","If exiting the station, please use Assembly Elevator 719 located at the opposite end of the platform. Take Assembly Elevator 718 from the lobby to the entrance at Revolution Dr.\nIf entering the station, please use Assembly Elevator 718 located at the entrance at Revolution Dr. Take Elevator 719 from the lobby to the south end of the platform."
"718","alternate-service-text","If exiting the station, please use Assembly elevator 717 located at the opposite end of the platform.  Take Assembly elevator 716 from the lobby to the  entrance at Foley St.\nIf entering the station, please use Assembly elevator 716 located at the entrance at Foley St. Take elevator 717 from the lobby to the north end of the platform."
"719","alternate-service-text","If exiting the station, please use Assembly Elevator 717 located at the opposite end of the platform.  Take Assembly Elevator 716 from the lobby to the entrance at Foley St.\nIf entering the station, please use Assembly Elevator 716 located at the entrance at Foley St. Take Elevator 717 from the lobby to the north end of the platform."
"720","alternate-service-text","Please use adjacent Government Center Elevator 721."
"721","alternate-service-text","Please use adjacent Government Center Elevator 720."
"722","alternate-service-text","Please use adjacent Government Center Elevator 723."
"723","alternate-service-text","Please use adjacent Government Center Elevator 722."
"800","alternate-service-text","Customers desiring elevator service to exit at Oak Grove must exit the train at Malden Center and see station personnel for further assistance. Customer desiring elevator service to enter the station should utilize the call box for further assistance. Alternatively, use Bus Routes 132, 136, or 137 to connect between Oak Grove and Malden Center."
"800","excludes-stop","9326"
"800","excludes-stop","9328"
"801","alternate-service-text","Customers desiring elevator service to exit at Oak Grove must exit the train at Malden Center and see station personnel for further assistance. Customer desiring elevator service to enter the station should utilize the call box system for further assistance. Alternatively, use Bus Routes 132, 136, or 137 to connect between Oak Grove and Malden Center."
"801","excludes-stop","9326"
"801","excludes-stop","9328"
"802","alternate-service-text","Please use adjacent State Street Elevator 967."
"803","alternate-service-text","Please use State Street Elevator 975 at the Wonderland Blue Line lobby (53 State Street). Alternatively, if exiting, take the Orange Line to Downtown Crossing and exit to Washington Street via Downtown Crossing Elevator 892. Turn left on Washington Street and travel one-third of a mile to Washington, School, and Milk Streets."
"804","alternate-service-text","Use Park St Elev 892 @ Winter & Washington Sts or Elev 978 on Boston Common."
"804","excludes-stop","70196"
"804","excludes-stop","70197"
"804","excludes-stop","70198"
"804","excludes-stop","70199"
"804","excludes-stop","9070076"
"805","alternate-service-text","If exiting the Red Line, exit at Quincy Center and see station personnel for assistance. If boarding at Quincy Adams, use the call box or see station personnel for assistance. Alternatively, use Bus Route 238 to connect between Quincy Adams and Quincy Center."
"805","excludes-stop","41031"
"806","alternate-service-text","Customers should use adjacent Quincy Adams Elevator 807."
"807","alternate-service-text","Customers should use adjacent Quincy Adams Elevator 806."
"808","alternate-service-text","Use Elevator 979 connecting Red Line center platform to Green Line west, & add'l elevator to street"
"808","excludes-stop","70196"
"808","excludes-stop","70197"
"808","excludes-stop","70198"
"808","excludes-stop","70199"
"808","excludes-stop","70200"
"808","excludes-stop","9070076"
"810","alternate-service-text","Use Bus Routes 210, 211, 212, or 215 for connections between Quincy Center and North Quincy."
"810","excludes-stop","32000"
"810","excludes-stop","32001"
"810","excludes-stop","32002"
"810","excludes-stop","32003"
"810","excludes-stop","32004"
"810","excludes-stop","32005"
"810","excludes-stop","Quincy Center"
"811","alternate-service-text","If exiting the Red Line, exit at Quincy Adams and see station personnel for assistance. If boarding at Braintree, use the call box or see station personnel for assistance. Alternatively, use Bus Routes 230 or 236 to connect between Braintree and Quincy Center."
"811","excludes-stop","38671"
"811","excludes-stop","Braintree"
"812","alternate-service-text","Use Elevs 978 & 804 at street to switch btwn Green Line platforms."
"812","excludes-stop","70075"
"812","excludes-stop","70076"
"812","excludes-stop","70196"
"812","excludes-stop","70197"
"812","excludes-stop","70198"
"812","excludes-stop","70199"
"812","excludes-stop","9070076"
"813","alternate-service-text","Use Elevator 961 at the opposite end of the platform/lobby."
"813","excludes-stop","141"
"814","alternate-service-text","Please use the adjacent Alewife Elevator 815."
"815","alternate-service-text","Please use the adjacent Alewife Elevator 814."
"816","alternate-service-text","If exiting at Davis Square, exit the Red Line at Harvard Square and take the Route 96 bus service to Davis Square or ask station personnel for assistance. If boarding at Davis Square, take the Route 96 bus service to Harvard Square and board the Red Line."
"816","excludes-stop","5104"
"817","alternate-service-text","If exiting at Davis Square, exit the Red Line at Harvard Square and take the Route 96 bus service to Davis Square or ask station personnel for assistance. If boarding at Davis Square, take the Route 96 bus service to Harvard Square and board the Red Line."
"817","excludes-stop","5104"
"821","alternate-service-text","Please use Harvard Square Elevator 973 at end of upper busway (Brattle Square at Brattle and Mount Auburn Streets)."
"823","alternate-service-text"," Use Elevs 978 & 804 at street to go btwn Green Line platforms."
"823","excludes-stop","70075"
"823","excludes-stop","70076"
"823","excludes-stop","70196"
"823","excludes-stop","70197"
"823","excludes-stop","70198"
"823","excludes-stop","70199"
"823","excludes-stop","70200"
"823","excludes-stop","9070076"
"830","alternate-service-text","If exiting the station, take the Red Line to JFK/UMass via an Ashmont-bound train and use JFK/UMass Elevator 831. If coming from Quincy/Braintree, continue on the Red Line to Andrew. At Andrew, take an Ashmont-bound train to JFK/UMass and use JFK/UMass Elevator 831.  \nIf boarding, take an Alewife-bound train to Andrew. At Andrew, board a Braintree-bound train."
"830","excludes-stop","121"
"830","excludes-stop","70085"
"830","excludes-stop","70086"
"830","excludes-stop","JFK/UMASS"
"831","alternate-service-text","If exiting the station, take the Red Line to JFK/UMass via a Braintree-bound train and use JFK/UMass Elevator 830. For customers coming from Ashmont, continue on the Red Line to Andrew. At Andrew, take a Braintree-bound train to JFK/UMass and use JFK/UMass Elevator 830.\nIf boarding, take an Alewife-bound train to Andrew. At Andrew, board an Ashmont-bound train."
"831","excludes-stop","121"
"831","excludes-stop","70095"
"831","excludes-stop","70096"
"831","excludes-stop","JFK/UMASS"
"840","alternate-service-text","If exiting, exit the train and at the opposite side of the platform, wait for an Oak Grove train to arrive. Cross through the train to the opposite platform and use Sullivan Square Elevator 881 to reach the lobby. \nIf boarding, please use Sullivan Square Elevator 881 to the Oak Grove-bound platform. As you exit the elevator at the platform level, turn left to wait for an Oak Grove-bound train. Cross through the train to the opposite platform and wait for a Forest Hills-bound train."
"840","excludes-stop","2874"
"840","excludes-stop","28741"
"841","alternate-service-text","Please contact station personnel or conductor for assistance. For inbound commuter rail riders, please disembark at Back Bay and return to Forest Hills via the Orange Line.\nFor outbound customers, please take the Orange Line to Back Bay and board the commuter rail at Back Bay. Please contact station personnel for assistance."
"841","excludes-stop","10642"
"841","excludes-stop","70001"
"841","excludes-stop","875"
"841","excludes-stop","8750"
"842","alternate-service-text","If exiting, exit the Orange Line at Green Street and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Forest Hills to request assistance. Alternatively, the Route 39 bus service operates from Back Bay to Forest Hills every fifteen minutes or less."
"842","excludes-stop","10642"
"842","excludes-stop","875"
"842","excludes-stop","8750"
"842","excludes-stop","Forest Hills"
"843","alternate-service-text","If exiting the station, exit using the Washington Street/Arboretum exit and turn right down the ramp to Hyde Park Avenue. If entering the station from Hyde Park Avenue, turn right to go up the ramp and bear left to the Washington Street/Arboretum entrance."
"843","excludes-stop","10642"
"843","excludes-stop","70001"
"843","excludes-stop","8750"
"843","excludes-stop","Forest Hills"
"844","alternate-service-text","If exiting, exit the Orange Line at Forest Hills and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Green Street to request assistance."
"845","alternate-service-text","If exiting, exit the Orange Line at Jackson Square and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Stony Brook to request assistance."
"846","alternate-service-text","Customers requiring elevator access to exit the station must exit at Roxbury Crossing and board the Route 22 bus service to Jackson Square. Customers desiring elevator access to enter the station should board the Route 22 bus service at Jackson Square to Roxbury Crossing for Orange Line service. Please see station personnel for assistance."
"847","alternate-service-text","Customers desiring elevator service at Roxbury Crossing must continue to Ruggles and board the Route 22 bus back to Roxbury Crossing. Customers desiring to enter the station should see station personnel for further assistance."
"848","alternate-service-text","Please use the call box or see station personnel for assistance traveling around the station to the lower busway."
"848","excludes-stop","1226"
"848","excludes-stop","17861"
"848","excludes-stop","70010"
"848","excludes-stop","70011"
"848","excludes-stop","Ruggles"
"849","alternate-service-text","Please contact station personnel or conductor for assistance. For inbound commuter rail riders, please disembark at Back Bay and return to Ruggles via the Orange Line.  \nFor outbound customers, please take the Orange Line to Back Bay and board the commuter rail at Back Bay. Please contact station personnel for assistance."
"849","excludes-stop","1226"
"849","excludes-stop","17861"
"849","excludes-stop","17862"
"849","excludes-stop","17863"
"849","excludes-stop","70010"
"849","excludes-stop","70011"
"850","alternate-service-text","Customers desiring to exit the station must continue to Jackson Square and see station personnel or the call box to utilize bus service back to Ruggles. Customers desiring elevator service to enter the station must see station personnel for further assistance."
"850","excludes-stop","1226"
"850","excludes-stop","17861"
"850","excludes-stop","17862"
"850","excludes-stop","17863"
"850","excludes-stop","Ruggles"
"851","alternate-service-text","Please use the call box or see station personnel for assistance traveling around the station for the alternate entrance/exit."
"852","alternate-service-text","If exiting, exit the Orange Line at Back Bay and see station personnel or use the call box to request assistance.  If boarding, see station personnel or use the call box at Massachusetts Avenue to request assistance."
"853","alternate-service-text","If exiting, exit the Orange Line at Mass Ave and see station personnel or use the call box to request assistance.  If boarding, see station personnel or use the call box at Back Bay to request assistance."
"853","excludes-stop","176"
"853","excludes-stop","23391"
"853","excludes-stop","Back Bay"
"853","excludes-stop","Back Bay-01"
"853","excludes-stop","Back Bay-02"
"853","excludes-stop","Back Bay-03"
"853","excludes-stop","Back Bay-05"
"853","excludes-stop","Back Bay-07"
"854","alternate-service-text","Please contact station personnel or conductor for assistance. Alternatively, please board at South Station."
"854","excludes-stop","176"
"854","excludes-stop","23391"
"854","excludes-stop","70014"
"854","excludes-stop","70015"
"854","excludes-stop","Back Bay-01"
"854","excludes-stop","Back Bay-02"
"854","excludes-stop","Back Bay-03"
"854","excludes-stop","Back Bay-05"
"854","excludes-stop","Back Bay-07"
"855","alternate-service-text","Please contact station personnel official or conductor for assistance. Alternatively, please board at South Station."
"855","excludes-stop","176"
"855","excludes-stop","23391"
"855","excludes-stop","70014"
"855","excludes-stop","70015"
"855","excludes-stop","Back Bay-01"
"855","excludes-stop","Back Bay-02"
"855","excludes-stop","Back Bay-03"
"855","excludes-stop","Back Bay-05"
"855","excludes-stop","Back Bay-07"
"856","alternate-service-text","Please contact station personnel or conductor for assistance. Alternatively, please board at South Station."
"856","excludes-stop","176"
"856","excludes-stop","23391"
"856","excludes-stop","70014"
"856","excludes-stop","70015"
"856","excludes-stop","Back Bay-01"
"856","excludes-stop","Back Bay-02"
"856","excludes-stop","Back Bay-03"
"856","excludes-stop","Back Bay-05"
